method,noise_level,noise_amp,noise_type,test_case,classifier,difficulty,precision,recall,f1,accuracy,confusion_matrix,n_classes,clean_tp,clean_fp,clean_fn,clean_tn,clean_precision,clean_recall,clean_f1,method_base,test_case_base,precision_base,recall_base,f1_base,accuracy_base,confusion_matrix_base,n_classes_base,clean_tp_base,clean_fp_base,clean_fn_base,clean_tn_base,clean_precision_base,clean_recall_base,clean_f1_base,f1_delta,precision_delta
baseline,NA,0.1,attributes,RandomForestClassifier_baseline_attributes_NoNoise,RandomForestClassifier,0,0.9907074646715194,0.9906972543352601,0.9906922346296396,0.9906972543352601,"[[1563    0    6    0    0    1    2]
 [   0 1698    0    0    0    0    0]
 [  17    3 1578    0    9    0    1]
 [   0    0    0 1493    2    3   11]
 [   1    0    2    0 1597    0    5]
 [   0    0    0    7    0 1603    4]
 [   2    0    1   18    2    6 1437]]",7,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_NoNoise,0.9907074646715194,0.9906972543352601,0.9906922346296396,0.9906972543352601,"[[1563    0    6    0    0    1    2]
 [   0 1698    0    0    0    0    0]
 [  17    3 1578    0    9    0    1]
 [   0    0    0 1493    2    3   11]
 [   1    0    2    0 1597    0    5]
 [   0    0    0    7    0 1603    4]
 [   2    0    1   18    2    6 1437]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,RandomForestClassifier_baseline_attributes_NoNoise,RandomForestClassifier,1,0.4947402715875622,0.4931972789115646,0.4922962186805225,0.4931972789115646,"[[42  1 12  0  5  2  4]
 [ 2  0  0  0  0  0  0]
 [12  0 20  0  6  0  2]
 [ 0  0  0 30  0  5 25]
 [ 0  0 12  1 11  0 11]
 [ 0  0  0  3  0 12  3]
 [ 4  0  1 26  7  5 30]]",7,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_NoNoise,0.4947402715875622,0.4931972789115646,0.4922962186805225,0.4931972789115646,"[[42  1 12  0  5  2  4]
 [ 2  0  0  0  0  0  0]
 [12  0 20  0  6  0  2]
 [ 0  0  0 30  0  5 25]
 [ 0  0 12  1 11  0 11]
 [ 0  0  0  3  0 12  3]
 [ 4  0  1 26  7  5 30]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,RandomForestClassifier_baseline_attributes_NoNoise,RandomForestClassifier,2,0.11424434377593284,0.11235955056179775,0.11261396959317115,0.11235955056179775,"[[10 33  0  5  4 10]
 [22  6  0 17  1  6]
 [ 0  0 18  2 24 87]
 [ 6 16  8  3  0 27]
 [ 8  0 23  0  7 30]
 [ 5  3 97 24 16 16]]",6,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_NoNoise,0.11424434377593284,0.11235955056179775,0.11261396959317115,0.11235955056179775,"[[10 33  0  5  4 10]
 [22  6  0 17  1  6]
 [ 0  0 18  2 24 87]
 [ 6 16  8  3  0 27]
 [ 8  0 23  0  7 30]
 [ 5  3 97 24 16 16]]",6,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,KNeighborsClassifier_baseline_attributes_NoNoise,KNeighborsClassifier,0,0.9867596668002874,0.9867232658959537,0.9867294942741831,0.9867232658959537,"[[1557    0   12    0    0    2    1]
 [   0 1698    0    0    0    0    0]
 [  14    1 1592    0    1    0    0]
 [   0    0    0 1480    0    5   24]
 [   0    0   13    1 1588    0    3]
 [   5    0    0   10    0 1590    9]
 [   1    0    2   35    6    2 1420]]",7,,,,,,,,baseline,KNeighborsClassifier_baseline_attributes_NoNoise,0.9867596668002874,0.9867232658959537,0.9867294942741831,0.9867232658959537,"[[1557    0   12    0    0    2    1]
 [   0 1698    0    0    0    0    0]
 [  14    1 1592    0    1    0    0]
 [   0    0    0 1480    0    5   24]
 [   0    0   13    1 1588    0    3]
 [   5    0    0   10    0 1590    9]
 [   1    0    2   35    6    2 1420]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,KNeighborsClassifier_baseline_attributes_NoNoise,KNeighborsClassifier,1,0.5907585949192055,0.5748299319727891,0.5794006097285186,0.5748299319727891,"[[44  0 15  0  0  2  5]
 [ 0  2  0  0  0  0  0]
 [11  1 24  0  2  0  2]
 [ 0  0  0 32  1  5 22]
 [ 0  0  8  2 21  0  4]
 [ 0  0  0  3  0 10  5]
 [ 1  0  2 22  5  7 36]]",7,,,,,,,,baseline,KNeighborsClassifier_baseline_attributes_NoNoise,0.5907585949192055,0.5748299319727891,0.5794006097285186,0.5748299319727891,"[[44  0 15  0  0  2  5]
 [ 0  2  0  0  0  0  0]
 [11  1 24  0  2  0  2]
 [ 0  0  0 32  1  5 22]
 [ 0  0  8  2 21  0  4]
 [ 0  0  0  3  0 10  5]
 [ 1  0  2 22  5  7 36]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,KNeighborsClassifier_baseline_attributes_NoNoise,KNeighborsClassifier,2,0.1360485082508766,0.13670411985018727,0.13541274893091154,0.13670411985018727,"[[14 29  1  2  2 14]
 [21  9  0 13  1  8]
 [ 0  0 18  3 28 82]
 [ 5 14  8  5  0 28]
 [ 9  0 23  0  3 33]
 [ 4  4 93 21 15 24]]",6,,,,,,,,baseline,KNeighborsClassifier_baseline_attributes_NoNoise,0.1360485082508766,0.13670411985018727,0.13541274893091154,0.13670411985018727,"[[14 29  1  2  2 14]
 [21  9  0 13  1  8]
 [ 0  0 18  3 28 82]
 [ 5 14  8  5  0 28]
 [ 9  0 23  0  3 33]
 [ 4  4 93 21 15 24]]",6,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,GradientBoostingClassifier_baseline_attributes_NoNoise,GradientBoostingClassifier,0,0.9933275236979927,0.9933164739884393,0.9933182890301642,0.9933164739884393,"[[1564    0    6    0    0    2    0]
 [   0 1696    0    0    2    0    0]
 [   9    0 1599    0    0    0    0]
 [   0    0    0 1495    1    1   12]
 [   1    0    1    1 1601    0    1]
 [   1    0    0    8    0 1599    6]
 [   2    0    0   14    5    1 1444]]",7,,,,,,,,baseline,GradientBoostingClassifier_baseline_attributes_NoNoise,0.9933275236979927,0.9933164739884393,0.9933182890301642,0.9933164739884393,"[[1564    0    6    0    0    2    0]
 [   0 1696    0    0    2    0    0]
 [   9    0 1599    0    0    0    0]
 [   0    0    0 1495    1    1   12]
 [   1    0    1    1 1601    0    1]
 [   1    0    0    8    0 1599    6]
 [   2    0    0   14    5    1 1444]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,GradientBoostingClassifier_baseline_attributes_NoNoise,GradientBoostingClassifier,1,0.48169405121999936,0.46258503401360546,0.4661964110302013,0.46258503401360546,"[[27  1 27  0  3  3  5]
 [ 1  0  1  0  0  0  0]
 [15  0 19  0  5  0  1]
 [ 0  0  0 28  0  7 25]
 [ 0  0  9  1 19  0  6]
 [ 1  0  0  2  0  8  7]
 [ 3  0  2 24  4  5 35]]",7,,,,,,,,baseline,GradientBoostingClassifier_baseline_attributes_NoNoise,0.48169405121999936,0.46258503401360546,0.4661964110302013,0.46258503401360546,"[[27  1 27  0  3  3  5]
 [ 1  0  1  0  0  0  0]
 [15  0 19  0  5  0  1]
 [ 0  0  0 28  0  7 25]
 [ 0  0  9  1 19  0  6]
 [ 1  0  0  2  0  8  7]
 [ 3  0  2 24  4  5 35]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,GradientBoostingClassifier_baseline_attributes_NoNoise,GradientBoostingClassifier,2,0.07240353860836964,0.07303370786516854,0.07230300080456538,0.07303370786516854,"[[  6  35   0   5   5  11]
 [ 23   6   0  16   2   5]
 [  1   0  15   5  27  83]
 [  6  15   9   2   0  28]
 [  8   1  23   1   5  30]
 [  7   3 105  23  18   5]]",6,,,,,,,,baseline,GradientBoostingClassifier_baseline_attributes_NoNoise,0.07240353860836964,0.07303370786516854,0.07230300080456538,0.07303370786516854,"[[  6  35   0   5   5  11]
 [ 23   6   0  16   2   5]
 [  1   0  15   5  27  83]
 [  6  15   9   2   0  28]
 [  8   1  23   1   5  30]
 [  7   3 105  23  18   5]]",6,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,SVC_baseline_attributes_NoNoise,SVC,0,0.9991883734282433,0.9991871387283237,0.9991871303050157,0.9991871387283237,"[[1570    0    2    0    0    0    0]
 [   0 1698    0    0    0    0    0]
 [   1    0 1607    0    0    0    0]
 [   0    0    0 1509    0    0    0]
 [   0    0    0    0 1605    0    0]
 [   0    0    0    2    0 1612    0]
 [   0    0    0    2    2    0 1462]]",7,,,,,,,,baseline,SVC_baseline_attributes_NoNoise,0.9991883734282433,0.9991871387283237,0.9991871303050157,0.9991871387283237,"[[1570    0    2    0    0    0    0]
 [   0 1698    0    0    0    0    0]
 [   1    0 1607    0    0    0    0]
 [   0    0    0 1509    0    0    0]
 [   0    0    0    0 1605    0    0]
 [   0    0    0    2    0 1612    0]
 [   0    0    0    2    2    0 1462]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,SVC_baseline_attributes_NoNoise,SVC,1,0.5509396395350776,0.5238095238095238,0.5181229312070788,0.5238095238095238,"[[22  0 32  0  2  1  9]
 [ 0  2  0  0  0  0  0]
 [10  0 26  0  3  0  1]
 [ 0  0  0 28  0  0 32]
 [ 0  0  5  1 24  0  5]
 [ 3  0  0  3  0  6  6]
 [ 2  0  0 18  5  2 46]]",7,,,,,,,,baseline,SVC_baseline_attributes_NoNoise,0.5509396395350776,0.5238095238095238,0.5181229312070788,0.5238095238095238,"[[22  0 32  0  2  1  9]
 [ 0  2  0  0  0  0  0]
 [10  0 26  0  3  0  1]
 [ 0  0  0 28  0  0 32]
 [ 0  0  5  1 24  0  5]
 [ 3  0  0  3  0  6  6]
 [ 2  0  0 18  5  2 46]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,SVC_baseline_attributes_NoNoise,SVC,2,0.02702301172168856,0.024344569288389514,0.025364384797645856,0.024344569288389514,"[[  3  38   0   4   5  12]
 [ 26   0   0  17   1   8]
 [  0   0   0   4  29  98]
 [  2  19   8   2   0  29]
 [ 11   0  17   1   3  36]
 [  4   4 107  27  14   5]]",6,,,,,,,,baseline,SVC_baseline_attributes_NoNoise,0.02702301172168856,0.024344569288389514,0.025364384797645856,0.024344569288389514,"[[  3  38   0   4   5  12]
 [ 26   0   0  17   1   8]
 [  0   0   0   4  29  98]
 [  2  19   8   2   0  29]
 [ 11   0  17   1   3  36]
 [  4   4 107  27  14   5]]",6,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,MLPClassifier_baseline_attributes_NoNoise,MLPClassifier,0,0.9884119125697329,0.9883489884393064,0.9883353293508041,0.9883489884393064,"[[1563    0    3    0    0    2    4]
 [   0 1698    0    0    0    0    0]
 [  32    1 1563    0   11    0    1]
 [   0    0    0 1485    3    6   15]
 [   0    0    1    0 1602    0    2]
 [   4    0    0    0    0 1605    5]
 [   4    0    1   17    9    8 1427]]",7,,,,,,,,baseline,MLPClassifier_baseline_attributes_NoNoise,0.9884119125697329,0.9883489884393064,0.9883353293508041,0.9883489884393064,"[[1563    0    3    0    0    2    4]
 [   0 1698    0    0    0    0    0]
 [  32    1 1563    0   11    0    1]
 [   0    0    0 1485    3    6   15]
 [   0    0    1    0 1602    0    2]
 [   4    0    0    0    0 1605    5]
 [   4    0    1   17    9    8 1427]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,MLPClassifier_baseline_attributes_NoNoise,MLPClassifier,1,0.5126619442520779,0.5034013605442177,0.5042737497440761,0.5034013605442177,"[[45  0 13  0  2  1  5]
 [ 1  1  0  0  0  0  0]
 [18  0 17  0  3  0  2]
 [ 0  0  0 24  1  5 30]
 [ 0  0 11  1 18  0  5]
 [ 2  0  0  0  0  9  7]
 [ 1  0  1 19 10  8 34]]",7,,,,,,,,baseline,MLPClassifier_baseline_attributes_NoNoise,0.5126619442520779,0.5034013605442177,0.5042737497440761,0.5034013605442177,"[[45  0 13  0  2  1  5]
 [ 1  1  0  0  0  0  0]
 [18  0 17  0  3  0  2]
 [ 0  0  0 24  1  5 30]
 [ 0  0 11  1 18  0  5]
 [ 2  0  0  0  0  9  7]
 [ 1  0  1 19 10  8 34]]",7,,,,,,,,0.0,0.0
baseline,NA,0.1,attributes,MLPClassifier_baseline_attributes_NoNoise,MLPClassifier,2,0.10548039468792123,0.10486891385767791,0.10501381475119059,0.10486891385767791,"[[12 28  0  5  5 12]
 [27  1  0 17  1  6]
 [ 0  0 12  4 30 85]
 [ 4 15  9  8  0 24]
 [10  1 17  0  7 33]
 [ 5  2 95 27 16 16]]",6,,,,,,,,baseline,MLPClassifier_baseline_attributes_NoNoise,0.10548039468792123,0.10486891385767791,0.10501381475119059,0.10486891385767791,"[[12 28  0  5  5 12]
 [27  1  0 17  1  6]
 [ 0  0 12  4 30 85]
 [ 4 15  9  8  0 24]
 [10  1 17  0  7 33]
 [ 5  2 95 27 16 16]]",6,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,RandomForestClassifier_baseline_attributes_0.1x0.1,RandomForestClassifier,0,0.9921523867425184,0.9921423410404624,0.992140672772535,0.9921423410404624,"[[1564    0    6    0    0    0    2]
 [   0 1698    0    0    0    0    0]
 [  20    3 1582    0    3    0    0]
 [   0    0    0 1493    2    4   10]
 [   1    0    2    0 1597    0    5]
 [   0    0    0    5    0 1606    3]
 [   1    0    2   14    2    2 1445]]",7,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_0.1x0.1,0.9921523867425184,0.9921423410404624,0.992140672772535,0.9921423410404624,"[[1564    0    6    0    0    0    2]
 [   0 1698    0    0    0    0    0]
 [  20    3 1582    0    3    0    0]
 [   0    0    0 1493    2    4   10]
 [   1    0    2    0 1597    0    5]
 [   0    0    0    5    0 1606    3]
 [   1    0    2   14    2    2 1445]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,RandomForestClassifier_baseline_attributes_0.1x0.1,RandomForestClassifier,1,0.5099673680702865,0.5,0.501440551778981,0.5,"[[41  1 18  0  3  0  3]
 [ 1  0  1  0  0  0  0]
 [11  0 22  0  6  0  1]
 [ 0  0  0 30  0  5 25]
 [ 0  0 11  1 13  0 10]
 [ 0  0  0  3  0 11  4]
 [ 3  0  2 28  5  5 30]]",7,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_0.1x0.1,0.5099673680702865,0.5,0.501440551778981,0.5,"[[41  1 18  0  3  0  3]
 [ 1  0  1  0  0  0  0]
 [11  0 22  0  6  0  1]
 [ 0  0  0 30  0  5 25]
 [ 0  0 11  1 13  0 10]
 [ 0  0  0  3  0 11  4]
 [ 3  0  2 28  5  5 30]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,RandomForestClassifier_baseline_attributes_0.1x0.1,RandomForestClassifier,2,0.11885862058458811,0.11797752808988764,0.11783922369949336,0.11797752808988764,"[[10 33  0  5  4 10]
 [20  8  0 17  1  6]
 [ 0  0 19  2 28 82]
 [ 8 14 10  2  0 26]
 [ 6  0 22  0  8 32]
 [ 5  3 95 24 18 16]]",6,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_0.1x0.1,0.11885862058458811,0.11797752808988764,0.11783922369949336,0.11797752808988764,"[[10 33  0  5  4 10]
 [20  8  0 17  1  6]
 [ 0  0 19  2 28 82]
 [ 8 14 10  2  0 26]
 [ 6  0 22  0  8 32]
 [ 5  3 95 24 18 16]]",6,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,KNeighborsClassifier_baseline_attributes_0.1x0.1,KNeighborsClassifier,0,0.9867596668002874,0.9867232658959537,0.9867294942741831,0.9867232658959537,"[[1557    0   12    0    0    2    1]
 [   0 1698    0    0    0    0    0]
 [  14    1 1592    0    1    0    0]
 [   0    0    0 1480    0    5   24]
 [   0    0   13    1 1588    0    3]
 [   5    0    0   10    0 1590    9]
 [   1    0    2   35    6    2 1420]]",7,,,,,,,,baseline,KNeighborsClassifier_baseline_attributes_0.1x0.1,0.9867596668002874,0.9867232658959537,0.9867294942741831,0.9867232658959537,"[[1557    0   12    0    0    2    1]
 [   0 1698    0    0    0    0    0]
 [  14    1 1592    0    1    0    0]
 [   0    0    0 1480    0    5   24]
 [   0    0   13    1 1588    0    3]
 [   5    0    0   10    0 1590    9]
 [   1    0    2   35    6    2 1420]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,KNeighborsClassifier_baseline_attributes_0.1x0.1,KNeighborsClassifier,1,0.5907585949192055,0.5748299319727891,0.5794006097285186,0.5748299319727891,"[[44  0 15  0  0  2  5]
 [ 0  2  0  0  0  0  0]
 [11  1 24  0  2  0  2]
 [ 0  0  0 32  1  5 22]
 [ 0  0  8  2 21  0  4]
 [ 0  0  0  3  0 10  5]
 [ 1  0  2 22  5  7 36]]",7,,,,,,,,baseline,KNeighborsClassifier_baseline_attributes_0.1x0.1,0.5907585949192055,0.5748299319727891,0.5794006097285186,0.5748299319727891,"[[44  0 15  0  0  2  5]
 [ 0  2  0  0  0  0  0]
 [11  1 24  0  2  0  2]
 [ 0  0  0 32  1  5 22]
 [ 0  0  8  2 21  0  4]
 [ 0  0  0  3  0 10  5]
 [ 1  0  2 22  5  7 36]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,KNeighborsClassifier_baseline_attributes_0.1x0.1,KNeighborsClassifier,2,0.1360485082508766,0.13670411985018727,0.13541274893091154,0.13670411985018727,"[[14 29  1  2  2 14]
 [21  9  0 13  1  8]
 [ 0  0 18  3 28 82]
 [ 5 14  8  5  0 28]
 [ 9  0 23  0  3 33]
 [ 4  4 93 21 15 24]]",6,,,,,,,,baseline,KNeighborsClassifier_baseline_attributes_0.1x0.1,0.1360485082508766,0.13670411985018727,0.13541274893091154,0.13670411985018727,"[[14 29  1  2  2 14]
 [21  9  0 13  1  8]
 [ 0  0 18  3 28 82]
 [ 5 14  8  5  0 28]
 [ 9  0 23  0  3 33]
 [ 4  4 93 21 15 24]]",6,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,GradientBoostingClassifier_baseline_attributes_0.1x0.1,GradientBoostingClassifier,0,0.9933228140431435,0.9933164739884393,0.9933172775993497,0.9933164739884393,"[[1563    0    7    0    0    2    0]
 [   0 1696    0    0    2    0    0]
 [   9    0 1597    0    1    0    1]
 [   0    0    0 1493    2    1   13]
 [   0    0    2    0 1603    0    0]
 [   0    0    0    9    0 1600    5]
 [   2    0    0   12    4    2 1446]]",7,,,,,,,,baseline,GradientBoostingClassifier_baseline_attributes_0.1x0.1,0.9933228140431435,0.9933164739884393,0.9933172775993497,0.9933164739884393,"[[1563    0    7    0    0    2    0]
 [   0 1696    0    0    2    0    0]
 [   9    0 1597    0    1    0    1]
 [   0    0    0 1493    2    1   13]
 [   0    0    2    0 1603    0    0]
 [   0    0    0    9    0 1600    5]
 [   2    0    0   12    4    2 1446]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,GradientBoostingClassifier_baseline_attributes_0.1x0.1,GradientBoostingClassifier,1,0.4806055813709159,0.46258503401360546,0.4660759482678213,0.46258503401360546,"[[26  1 28  0  3  3  5]
 [ 1  0  1  0  0  0  0]
 [15  0 17  0  6  0  2]
 [ 0  0  0 32  0  5 23]
 [ 0  0  9  1 18  0  7]
 [ 1  0  0  2  0  8  7]
 [ 3  0  2 24  4  5 35]]",7,,,,,,,,baseline,GradientBoostingClassifier_baseline_attributes_0.1x0.1,0.4806055813709159,0.46258503401360546,0.4660759482678213,0.46258503401360546,"[[26  1 28  0  3  3  5]
 [ 1  0  1  0  0  0  0]
 [15  0 17  0  6  0  2]
 [ 0  0  0 32  0  5 23]
 [ 0  0  9  1 18  0  7]
 [ 1  0  0  2  0  8  7]
 [ 3  0  2 24  4  5 35]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,GradientBoostingClassifier_baseline_attributes_0.1x0.1,GradientBoostingClassifier,2,0.07140987802277177,0.07116104868913857,0.07089623410759927,0.07116104868913857,"[[  6  35   0   5   5  11]
 [ 23   7   0  15   2   5]
 [  1   0  11   5  27  87]
 [  5  15  10   3   0  27]
 [  9   1  23   1   4  30]
 [  7   3 104  22  18   7]]",6,,,,,,,,baseline,GradientBoostingClassifier_baseline_attributes_0.1x0.1,0.07140987802277177,0.07116104868913857,0.07089623410759927,0.07116104868913857,"[[  6  35   0   5   5  11]
 [ 23   7   0  15   2   5]
 [  1   0  11   5  27  87]
 [  5  15  10   3   0  27]
 [  9   1  23   1   4  30]
 [  7   3 104  22  18   7]]",6,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,SVC_baseline_attributes_0.1x0.1,SVC,0,0.9991883734282433,0.9991871387283237,0.9991871303050157,0.9991871387283237,"[[1570    0    2    0    0    0    0]
 [   0 1698    0    0    0    0    0]
 [   1    0 1607    0    0    0    0]
 [   0    0    0 1509    0    0    0]
 [   0    0    0    0 1605    0    0]
 [   0    0    0    2    0 1612    0]
 [   0    0    0    2    2    0 1462]]",7,,,,,,,,baseline,SVC_baseline_attributes_0.1x0.1,0.9991883734282433,0.9991871387283237,0.9991871303050157,0.9991871387283237,"[[1570    0    2    0    0    0    0]
 [   0 1698    0    0    0    0    0]
 [   1    0 1607    0    0    0    0]
 [   0    0    0 1509    0    0    0]
 [   0    0    0    0 1605    0    0]
 [   0    0    0    2    0 1612    0]
 [   0    0    0    2    2    0 1462]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,SVC_baseline_attributes_0.1x0.1,SVC,1,0.5509396395350776,0.5238095238095238,0.5181229312070788,0.5238095238095238,"[[22  0 32  0  2  1  9]
 [ 0  2  0  0  0  0  0]
 [10  0 26  0  3  0  1]
 [ 0  0  0 28  0  0 32]
 [ 0  0  5  1 24  0  5]
 [ 3  0  0  3  0  6  6]
 [ 2  0  0 18  5  2 46]]",7,,,,,,,,baseline,SVC_baseline_attributes_0.1x0.1,0.5509396395350776,0.5238095238095238,0.5181229312070788,0.5238095238095238,"[[22  0 32  0  2  1  9]
 [ 0  2  0  0  0  0  0]
 [10  0 26  0  3  0  1]
 [ 0  0  0 28  0  0 32]
 [ 0  0  5  1 24  0  5]
 [ 3  0  0  3  0  6  6]
 [ 2  0  0 18  5  2 46]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,SVC_baseline_attributes_0.1x0.1,SVC,2,0.02702301172168856,0.024344569288389514,0.025364384797645856,0.024344569288389514,"[[  3  38   0   4   5  12]
 [ 26   0   0  17   1   8]
 [  0   0   0   4  29  98]
 [  2  19   8   2   0  29]
 [ 11   0  17   1   3  36]
 [  4   4 107  27  14   5]]",6,,,,,,,,baseline,SVC_baseline_attributes_0.1x0.1,0.02702301172168856,0.024344569288389514,0.025364384797645856,0.024344569288389514,"[[  3  38   0   4   5  12]
 [ 26   0   0  17   1   8]
 [  0   0   0   4  29  98]
 [  2  19   8   2   0  29]
 [ 11   0  17   1   3  36]
 [  4   4 107  27  14   5]]",6,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,MLPClassifier_baseline_attributes_0.1x0.1,MLPClassifier,0,0.9884338769586333,0.9883489884393064,0.988348653859028,0.9883489884393064,"[[1566    0    2    0    0    3    1]
 [   0 1698    0    0    0    0    0]
 [  35    0 1570    0    3    0    0]
 [   0    0    0 1479    1    6   23]
 [   2    0    2    1 1598    0    2]
 [   5    0    0    2    0 1603    4]
 [   7    0    3   14    9    4 1429]]",7,,,,,,,,baseline,MLPClassifier_baseline_attributes_0.1x0.1,0.9884338769586333,0.9883489884393064,0.988348653859028,0.9883489884393064,"[[1566    0    2    0    0    3    1]
 [   0 1698    0    0    0    0    0]
 [  35    0 1570    0    3    0    0]
 [   0    0    0 1479    1    6   23]
 [   2    0    2    1 1598    0    2]
 [   5    0    0    2    0 1603    4]
 [   7    0    3   14    9    4 1429]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,MLPClassifier_baseline_attributes_0.1x0.1,MLPClassifier,1,0.452582795301671,0.4421768707482993,0.4368330040578069,0.4421768707482993,"[[42  1 13  0  2  1  7]
 [ 0  2  0  0  0  0  0]
 [22  1 11  0  5  0  1]
 [ 0  0  0 16  0  5 39]
 [ 1  0 11  1 15  0  7]
 [ 3  0  0  1  0  7  7]
 [ 2  0  3 15  6 10 37]]",7,,,,,,,,baseline,MLPClassifier_baseline_attributes_0.1x0.1,0.452582795301671,0.4421768707482993,0.4368330040578069,0.4421768707482993,"[[42  1 13  0  2  1  7]
 [ 0  2  0  0  0  0  0]
 [22  1 11  0  5  0  1]
 [ 0  0  0 16  0  5 39]
 [ 1  0 11  1 15  0  7]
 [ 3  0  0  1  0  7  7]
 [ 2  0  3 15  6 10 37]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.1,attributes,MLPClassifier_baseline_attributes_0.1x0.1,MLPClassifier,2,0.09888456127242176,0.10112359550561797,0.09969011779034899,0.10112359550561797,"[[15 26  0  4  6 11]
 [28  1  0 15  1  7]
 [ 0  0  6  4 30 91]
 [ 3 19  8  5  0 25]
 [10  1 17  0  6 34]
 [ 5  2 85 26 22 21]]",6,,,,,,,,baseline,MLPClassifier_baseline_attributes_0.1x0.1,0.09888456127242176,0.10112359550561797,0.09969011779034899,0.10112359550561797,"[[15 26  0  4  6 11]
 [28  1  0 15  1  7]
 [ 0  0  6  4 30 91]
 [ 3 19  8  5  0 25]
 [10  1 17  0  6 34]
 [ 5  2 85 26 22 21]]",6,,,,,,,,0.0,0.0
baseline,0.1,0.2,attributes,RandomForestClassifier_baseline_attributes_0.1x0.2,RandomForestClassifier,0,0.9925092139917212,0.992503612716763,0.9925009345817265,0.992503612716763,"[[1563    0    7    0    1    1    0]
 [   0 1698    0    0    0    0    0]
 [  17    2 1584    0    5    0    0]
 [   0    0    0 1497    2    2    8]
 [   1    0    3    0 1596    0    5]
 [   0    0    0    6    0 1607    1]
 [   2    0    2   13    1    4 1444]]",7,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_0.1x0.2,0.9925092139917212,0.992503612716763,0.9925009345817265,0.992503612716763,"[[1563    0    7    0    1    1    0]
 [   0 1698    0    0    0    0    0]
 [  17    2 1584    0    5    0    0]
 [   0    0    0 1497    2    2    8]
 [   1    0    3    0 1596    0    5]
 [   0    0    0    6    0 1607    1]
 [   2    0    2   13    1    4 1444]]",7,,,,,,,,0.0,0.0
baseline,0.1,0.2,attributes,RandomForestClassifier_baseline_attributes_0.1x0.2,RandomForestClassifier,1,0.5080870961959796,0.5068027210884354,0.5051387774826288,0.5068027210884354,"[[46  1 12  0  2  2  3]
 [ 1  0  1  0  0  0  0]
 [11  0 22  0  6  0  1]
 [ 0  0  0 31  0  5 24]
 [ 0  0 13  1 11  0 10]
 [ 0  0  0  4  0 10  4]
 [ 4  0  1 26  7  6 29]]",7,,,,,,,,baseline,RandomForestClassifier_baseline_attributes_0.1x0.2,0.5080870961959796,0.5068027210884354,0.5051387774826288,0.5068027210884354,"[[46  1 12  0  2  2  3]
 [ 1  0  1  0  0  0  0]
 [11  0 22  0  6  0  1]
 [ 0  0  0 31  0  5 24]
 [ 0  0 13  1 11  0 10]
 [ 0  0  0  4  0 10  4]
 [ 4  0  1 26  7  6 29]]",7,,,,,,,,0.0,0.0
